 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
qi 0.0066798576 0.007921889 0.0029668484 0.0033576314 -0.0010271642 -0.0026914536 0.0024514957 -0.0018246596 -0.0014460764 -0.01086096 -0.010113754 0.0018099863 0.002534106 0.0046027773 0.005526035 0.001109643 -0.0026574119 0.0046843216 0.0018248112 0.008822046 0.0070882994 -0.008055706 -0.0007783913 0.00080416247 0.0026736218 0.005235535 0.0048302086 0.00029016583 0.005804592 -0.006226047 0.009580214 0.005864084 -0.00046277005 0.0015499219 -0.0026577432 -0.004462797 0.0033370554 0.005467053 -0.0040327515 0.0019750984 -0.0039040009 -0.0073822644 -0.00021246329 0.0027770135 -0.005241626 0.0050686523 -0.00095952116 0.0032922018 0.0036099453 0.0032139344 -0.0035472042 -0.010982538 -3.5900448e-06 0.0011844647 -0.013444378 -0.0014055182 0.0031320823 0.0054993047 0.002935973 0.000528701 -0.00950158 0.0034729156 -0.004317621 -0.002402188 0.0100386245 -0.0002837735 -0.0029533692 0.010459856 0.00023805746 -0.0021925222 0.0070002535 -0.00054312346 -0.00044273137 0.0008627367 -0.009589684 -0.0112459 0.0020908294 0.0064804656 0.009306687 -0.00345086 -0.013540945 0.005900039 0.012135804 -0.00901704 -0.005614288 -0.008675548 -0.001032723 0.007311219 -0.0014975328 -0.014973965 -0.007456856 0.0010233971 0.00064614345 -0.016183568 -0.013556084 0.0017485465 0.0031160926 0.0013646098 -0.0046455646 0.014198075
bro 0.009521363 0.0046377364 0.0035190717 0.0050622523 -0.0035031093 -0.0023485231 8.641281e-05 0.0035417655 -0.007868308 -0.009649692 -0.009216977 0.0069959355 0.00067271176 -0.00038773654 0.0036180455 -5.6442987e-05 -0.0049568233 0.006209487 0.005872887 0.0077119707 0.0010184575 -0.0068802787 -0.0044677313 0.0029068813 0.0022955732 0.006068197 0.00445071 -0.0044012913 0.004655506 0.002357733 0.004763908 -0.0016728236 -0.0032275538 -0.006724509 -0.0036074058 -0.0019440609 0.00524725 0.002743095 -0.010277421 0.0014984477 -0.0050297524 -0.00086881145 0.0030631202 0.0006073208 0.0037271853 0.004587288 0.0018655375 -0.0052981977 -0.0003442624 0.0021305697 -0.0054662153 -0.008873285 0.0053046606 -0.001984674 -0.012482927 -0.0010143586 -0.005360625 0.003959697 0.0029865182 0.0020711902 -0.0107286135 0.0017625896 -0.0011765771 0.0026663467 0.00015537336 0.002611472 -0.00063279923 0.011179822 -0.0043073334 -0.0039626653 0.00040401518 0.0032885177 -0.0052588894 0.00062289246 -0.0108793555 -0.0088995695 0.0011659055 0.0018538405 0.0105378395 7.5654294e-05 -0.004492764 0.009216645 0.0034714513 -0.008164401 -0.008594578 -0.006827754 -0.0052807373 0.00046805834 0.0019720348 -0.008755032 -0.004423218 -0.0013554043 -0.0024164126 -0.012451208 -0.01141922 0.0030297735 -0.00053845556 -0.0019173133 0.0026024273 0.007615685
unless 0.020156933 0.018033728 0.0057288986 0.009640121 -0.0086147925 -0.0026605532 0.0052310317 0.006645902 -0.017441472 -0.011721629 -0.012948477 0.011345034 0.0006130201 0.002025455 0.0024896865 0.0045064352 -0.013161654 0.010096647 0.0086176 0.017794862 0.00057387276 -0.017216442 -0.0018282909 0.008918557 0.010593798 0.0018419451 0.008616548 0.0012643784 0.014555604 0.001446187 0.01052866 0.003857162 -0.0021547554 -0.0071705454 -0.0069828285 -0.003112591 -0.0028451607 0.016110567 -0.018396135 0.0050696707 -0.009087978 -0.012399879 0.0053462605 0.0022506586 0.0017825909 -0.0012718993 0.0028511113 -0.003278148 0.0029610968 -0.0030172814 -0.0072617475 -0.02362014 0.0077013234 -0.0035469804 -0.02580976 -0.00025178315 -0.0049972087 0.0028640456 0.011823914 0.0048331623 -0.018112572 -0.0019388637 -0.016000966 -0.0048126075 0.011841124 -0.0005216484 -0.001704336 0.013870657 0.0040113986 -0.014644089 0.007965183 0.008828704 -0.0044135 0.0013837621 -0.013964236 -0.01448543 -0.0010955755 0.0047711306 0.019972228 0.0027041244 -0.02137728 0.014907666 0.016967002 -0.014443478 -0.010733359 -0.008932614 -0.009238915 0.010436317 -0.00021117552 -0.028083026 -0.0041805017 0.0045554363 0.0026484714 -0.03465673 -0.02935901 0.007224877 -0.00042942358 0.007822533 -0.0075540654 0.026554922
presented 0.0031017133 0.00501224 -0.00019248431 0.0014642949 -0.006438487 0.0027356937 -0.0011911361 0.0036732932 -0.0015812118 -0.008382337 -0.0049306937 0.0031193579 0.0008650846 4.6202564e-05 0.005904049 0.0030267257 -0.0070820926 -0.0015803872 0.0035634642 0.007532026 0.0015941344 -0.010491188 0.00054020365 0.008429586 0.0014102741 0.0016671548 0.0038953077 -0.0018539523 0.005296502 0.0016748804 0.0060282405 0.0003633387 -0.006441257 -0.0060416134 -0.007219624 0.0034563635 -0.00038166376 0.0043440764 -0.011753808 0.0005574366 -0.005797539 -8.8923785e-05 0.0027198375 -0.0024850713 0.00045096487 0.0018945924 -0.001271668 0.0028155246 0.0011845159 -0.00045118522 0.003242086 -0.009197893 0.0021202497 -0.004470594 -0.014812521 0.003199859 0.0031097145 0.00499946 0.0056418944 0.003003616 -0.0025808695 -0.0007689973 -0.007634483 -0.0027154416 0.0053335456 -0.0038272166 -0.004723645 0.006797902 -0.0022033325 -0.006576982 0.0004132412 0.0041377204 -0.0034752314 0.0033017085 -0.011264507 -0.010363606 -0.0022896223 -0.0007379852 0.002138865 -0.0016253355 -0.0129951 0.0044662035 0.007190153 -0.0089954175 -0.0049068267 -0.0014489468 -0.0050100624 0.008263525 -0.0014996456 -0.01346663 -0.007873019 0.0026457221 0.0012132622 -0.012066939 -0.015937347 0.005350235 -0.0044614323 0.004183308 0.0022729174 0.013583934
reviewed 0.01700216 0.016937612 0.008597796 0.0065231593 -0.0076229363 0.003367334 0.0047155316 0.00031439742 -0.015154597 -0.018015528 -0.013027661 0.0019788118 0.0065112314 -0.0010021533 0.007391337 0.002829765 -0.009947749 0.0018673373 0.014060801 0.01579961 0.005865854 -0.016012585 0.001976787 0.006882089 0.009539307 0.008605932 0.012943849 0.0047409614 0.0111409575 -0.0046205516 0.009752841 0.0005619299 -0.01025118 -0.0018864583 -0.0034676236 -0.003100545 -0.0006310611 0.0133786425 -0.020736584 0.0077209612 -0.008429138 -0.012621919 0.0011029472 -0.00092566316 -0.0046307486 -0.0008352601 -0.0030301837 0.0017269662 -0.0037042417 -0.003337989 -0.0049319463 -0.01693522 0.007933192 0.0035350318 -0.023316963 -0.001127208 -0.004541037 0.00410118 0.017832875 0.009691847 -0.011978917 0.001278825 -0.015518535 0.0019810265 0.008133081 -0.008298037 -0.008470646 0.019828048 -0.0018410446 -0.011953108 0.009186632 0.006968565 -0.00539227 -0.0033900535 -0.017371165 -0.014494715 -0.007195051 0.0065122154 0.016617695 0.0025112396 -0.015787516 0.008343811 0.015275051 -0.0063719023 -0.009869167 -0.0049673244 -0.013144233 0.015500806 0.007830548 -0.020256711 -0.006877584 0.012226587 -0.0010585288 -0.027181126 -0.025471855 0.0045761704 -0.0022162218 0.0047274376 -0.0056907646 0.024563037
parties 0.016636016 0.019496247 0.0056466744 0.004461171 -0.011115252 -0.0030364615 0.0072283316 0.0073584905 -0.01532528 -0.015337151 -0.014904696 0.0106496615 -0.0024503383 0.0013763707 0.007896088 0.008078103 -0.009869073 0.0018666243 0.011091668 0.018019954 0.0036237799 -0.019313311 -0.0019718765 0.012509901 0.010196788 0.00939373 0.009918251 0.004678093 0.013900958 -0.0020633577 0.0140696885 0.003983964 -0.0061994353 -0.002880148 -0.0015769999 -0.007552077 0.0034156675 0.0168735 -0.024504269 0.0105595635 -0.015048772 -0.007775729 0.0040327627 -0.00081264414 -0.00783925 0.0029518309 0.0025853536 -0.00025218877 0.0029551208 -0.0027731752 -0.0058714114 -0.022268021 0.008573607 0.0013197159 -0.02885913 0.0074902433 -0.0043727015 0.0042731003 0.012672034 0.009115062 -0.021419596 -0.0003331168 -0.01989705 0.0041513653 0.01332148 0.0006570914 -0.0019550507 0.01682488 0.0002485474 -0.009748562 0.012625255 0.0041798125 -0.0032258146 0.006035784 -0.016389325 -0.018928654 -0.004682559 0.005920331 0.0140690915 0.0055164834 -0.023628626 0.015736325 0.019122308 -0.014275889 -0.020162284 -0.004835456 -0.007907253 0.011504509 0.0064294604 -0.026185429 -0.012592589 0.0063266517 0.00059595506 -0.028829437 -0.0363028 0.002807134 0.0015348928 0.006382621 -0.0047086054 0.023001032
originate 0.0016860163 0.009585944 0.002660644 0.0063879723 -0.0077863364 -0.0026044147 0.007017992 0.0046799364 -0.009953947 -0.010741075 -0.009610619 -0.0010273204 0.0013472108 0.0037712585 0.005782703 0.0005092433 0.0007939847 0.005885749 0.0030792856 0.010108752 0.00017429677 -0.0029044123 0.002705942 0.002482849 0.0089189485 0.0071496647 0.002032124 0.005458841 0.0024379145 0.0011624928 0.0008215896 0.0019296616 -0.0067769783 -0.00014145704 -0.0021059033 -0.0024075052 0.0012401672 0.010180613 -0.010162009 -0.001469465 -0.0013031078 -0.0049855798 0.0059027574 0.005526295 -0.0052532954 -0.00053776026 -0.00016711096 -0.0030762444 -0.00312119 0.004681188 -0.0041179247 -0.005174218 0.0032422792 0.0006745697 -0.007264317 -0.00013184437 0.0010276476 0.003989326 0.007581943 0.0026337423 -0.0045576575 0.0021323937 -0.010236105 0.0017544705 0.008044362 -1.3288554e-05 -0.0036534993 0.011513678 -0.0043581147 -0.008236155 0.004127172 0.0030856163 -0.002377936 -0.0024188159 -0.009117138 -0.0061760014 -0.0039879344 -0.0008095534 0.004317132 0.0039707213 -0.008033422 0.003928342 0.011745125 -0.0023138176 -0.0039079995 0.00032719976 -0.001955922 0.009293806 -0.0016495215 -0.0074375835 -0.0003212309 0.0025793922 0.0021732792 -0.01609809 -0.008565723 -0.00012401967 -0.003333671 0.0072978074 0.0013010899 0.012986306
studies 0.010646187 0.011236391 0.005405939 0.0028600774 -0.0059863217 0.0020132647 0.0032700854 -0.0012720214 -0.008154761 -0.008525249 -0.0057433723 -0.00047726516 0.00397468 -0.004971852 0.0008091355 -0.0018101933 -0.007457275 0.0043843025 0.0011905507 0.0042117434 0.002349612 -0.011282762 0.0007053308 0.0003641834 0.0025276567 0.0038697901 0.0064082826 -0.00028408176 0.011254944 -0.004450978 0.0064528277 0.00018761633 -0.0005069482 0.0011765594 -0.0060454006 0.0028811544 -0.0020055624 0.0042976467 -0.007321295 0.0008842604 -0.00033851003 -0.0054594474 0.0005025401 0.0006495149 0.0035081762 -0.0041181403 -0.0045471136 -0.004892782 0.003284438 0.0045385617 0.0017543795 -0.009229414 0.00089271954 -0.001245428 -0.009973816 -0.0019939248 0.002113915 0.004500687 0.008650281 0.0023473003 -0.005998114 4.7191916e-05 -0.008847064 -0.00061677396 0.0043153125 -0.0021108717 -0.0042886194 0.009546933 -0.0014839412 -0.005326937 0.00046086306 0.0049801776 -0.00035404842 -0.00061619456 -0.0034497345 -0.0029910044 -0.0026479329 0.006745166 0.0027453494 -3.8092316e-05 -0.013230551 0.01071028 0.004902319 -0.0005267941 -0.007162716 -0.008758493 -0.003933528 0.0044893883 -0.0002953215 -0.007665823 0.00095292914 -0.0009694998 -0.00040448192 -0.014080434 -0.009427104 0.00039935755 0.003916748 7.635054e-05 0.0012167962 0.010863296
appropriate -0.0025018705 -0.0028436112 0.0046383864 -0.0015239445 -0.00018627486 0.0010378613 0.0024569577 -0.0046415324 -0.0033715982 0.00024108072 -0.0012822802 -4.828872e-05 -0.0027007298 0.0010641883 -0.0042869304 0.0013414097 -0.003060863 0.0049964096 0.0005400911 0.00053744356 -0.0023757052 -0.0034672103 -0.0038153431 0.0046694656 0.00055986707 0.003895884 -0.0030481338 -0.004461797 0.00055525743 -0.005249834 -0.0036244646 -0.0019913926 -0.003195609 0.0010643605 -0.0023441843 -0.00064853404 0.004486242 -0.0018129835 -0.0026319213 0.003576603 0.00053464615 0.0011558939 -0.0036438007 0.0049070306 0.0035938707 0.0010609868 0.00477951 -0.0021711993 -0.00013926701 0.0025410177 0.00040974337 -2.9513278e-05 -0.00035462738 -0.0019985524 0.0013421162 -0.0034520263 0.002107132 0.004895735 0.0027230312 -0.001787089 0.0013153732 0.002323108 -0.0008789338 0.0015028261 0.0025885433 -0.0025825151 0.003592378 0.0030270712 -0.005104225 -0.0009789292 -0.00033561746 0.004474398 -0.0035698786 0.0046161506 0.0005231821 -0.004678232 -0.0046849567 -0.0044224383 -0.00236849 0.004471524 0.0006938672 0.003529891 0.0042062397 0.0010869682 -0.0018222879 -0.0050837756 0.00306594 0.0011264555 0.0026832283 -0.0053429143 -0.0013193686 0.0037754776 -0.0032219486 -0.0037581306 -0.006445268 -0.0003236214 -0.0044518397 -0.001447923 -0.0027444002 0.004252612
assure 0.0029863848 0.008351427 0.0027091266 0.0034180684 -0.003943275 0.0033999255 0.003717869 -0.0021762466 -0.0040711164 -0.007860819 -0.0038249453 -0.0020529379 0.0045629693 -0.0042975624 0.005543291 -0.0030201213 -0.003892615 0.005113747 -0.0022579937 0.0016864206 0.0010563193 -0.006955504 0.0005805294 0.0015718661 0.0026769838 0.004506079 0.005781402 0.0051045073 0.007254838 -0.004548272 0.0014503064 -0.0020735892 0.0009964616 -0.0007509611 -0.00017866952 -0.0015949048 -0.0023963528 0.00063207414 -0.008167103 0.00519481 -0.0028107164 -0.00075782236 -0.0018615291 0.0005140988 -0.0035672649 -0.0016059156 -0.0010145437 -0.0046462123 0.00026554405 -0.00182823 0.0022096827 -0.00070964464 6.181714e-05 0.0034830854 -0.0012907548 0.005345763 0.004396142 -0.0017189212 -0.0009946778 -0.000558751 2.917285e-05 -0.0020543395 -0.0026790153 -0.0022242353 0.00044805082 0.002941354 -0.0050327196 0.0031065107 -0.0046503805 -0.0030685998 0.0038919651 0.005509901 -0.0034627314 0.0027285295 -0.002406045 -0.005850224 -0.0053593107 0.00030346945 0.005344136 -0.0019901588 -0.002778323 0.007142385 0.0026072683 -0.0073836762 -0.0031246813 -0.00613185 0.0011206373 0.0004917439 -0.0007038754 -0.008930555 -0.0055617075 0.0062045367 -0.0026411545 -0.010808196 -0.0074300678 0.0025297322 0.0035711732 -0.0025725905 -0.0036901333 0.0060416223
fantastic 0.0046238024 0.00072801183 0.0035017738 0.0014685575 0.0001782866 0.0045066494 0.0003322389 0.00038385083 -0.0066189514 -0.0069033243 -0.00030271005 0.0017894821 0.0013825042 0.0029162378 -0.00029429354 -0.0015040975 0.0008479636 -0.0012871627 -0.0019530373 0.0062011112 -0.0015029697 -0.006225091 0.0023399484 0.00082207925 -0.0011591038 0.005990837 0.003019564 -0.002965518 0.006171706 0.0032660535 0.0015431265 -0.0029702985 0.0033886402 -0.00060773926 0.0010167924 0.00054857705 0.0034532608 0.0025599638 -0.0066878623 -0.0018840512 -0.006196559 -0.006346201 -0.0023206407 -0.0012842601 -0.0029949306 0.0004478039 0.0031126358 -0.0019894403 -0.00296909 -0.002123047 -0.00277102 -0.0034445697 0.0033904968 0.00035557814 -0.0053058104 -0.001880004 0.0021430568 -0.00021885171 0.0061036986 -0.00087520306 -0.00010738961 0.0034672616 -2.7007918e-05 -0.0045671705 0.0025727104 -0.003827769 -0.0012613353 0.0055991714 0.0010763569 -0.00025236266 -0.0005463288 0.004142533 -0.0059156027 -0.0016120512 -0.0024965904 -0.009100135 0.0018280981 -0.0024588406 0.006915036 0.00069739006 -0.002608291 0.0013105941 0.004197784 -0.0036921743 -0.0019159883 -0.0028302153 0.00011471557 0.0032575815 -0.0018006745 -0.008771586 -0.0019121259 0.00719494 0.0010268188 -0.010551007 -0.012051794 0.0015258386 -0.0015319005 -0.0025218644 -0.0009015246 0.0053117815
sun 0.008496824 0.008868379 0.0068282094 0.0056797136 -0.00684108 0.004871929 0.0023551318 0.006673449 -0.00775308 -0.012427444 -0.007888712 0.0025848863 -0.0034408914 -0.0004420302 0.00019885406 0.0020009903 -0.006324979 0.0061437064 0.008699415 0.010439202 -0.0017683781 -0.00938978 -0.00046733947 0.005103097 0.0031303118 -0.0011710413 0.0053178202 -0.001140603 0.007579771 -0.002253198 0.0032729905 -0.0015199368 -0.0036820793 -0.0008752502 -0.002484409 0.002822556 0.003210547 0.011170507 -0.008836282 0.0048352485 -0.0036915266 -0.0043948647 -0.00015359974 -0.0015127424 0.0018594842 0.0023889837 0.0049780672 -0.00052067876 0.00041530153 0.002196456 -0.0027153066 -0.013842075 0.0028877635 0.0047081113 -0.008929805 0.0041045104 0.0019258123 -0.0012132317 0.011056734 0.004138622 -0.008117962 0.00060546934 -0.011821103 0.0030735966 0.0025196634 -0.0065430724 -0.0006612881 0.006863622 -0.00063219917 -0.011063632 0.009231509 0.0016628479 -0.0055687935 -0.0031739005 -0.012835195 -0.011127649 0.00059731473 0.005689006 0.0061537134 0.004084946 -0.012166159 0.0046263575 0.011394256 -0.006912919 -0.0027240007 -0.0072850958 -0.0031490256 0.006512963 -0.00042598305 -0.011218345 -0.000959459 0.0015299359 0.0006809367 -0.015245577 -0.013863746 0.0038550303 0.003348621 0.00087491615 -0.0017050252 0.011589358
bright 0.012914849 0.015470828 0.007952784 0.0120402565 -0.0068890024 -0.0002824115 0.010158947 -0.001241673 -0.0090008555 -0.010711876 -0.013719597 0.001958468 0.003794296 0.0010417565 0.006743221 0.0062190103 -0.012734095 0.0011302875 0.013357566 0.016464666 0.009039886 -0.012646376 0.0021126743 0.011385876 0.0058307005 0.004363487 0.0058467016 0.004380335 0.019692782 -0.0038392062 0.016524613 0.008602985 -0.0049109054 -0.0031961203 -0.005153989 -0.0065160473 -0.0034842512 0.015183497 -0.01955464 0.0090039475 -0.014650574 -0.0070411335 0.000984755 0.00096173526 -0.006634826 0.003697744 0.0035786922 0.0009886486 0.0031519732 0.0032329864 -0.002485967 -0.018639645 0.0018749408 -0.0009723457 -0.027204333 0.0061708083 -0.0025918626 0.009250978 0.01706175 0.005607571 -0.020532964 0.0056149345 -0.01407593 0.0040303306 0.01090374 -0.0062091216 -0.008819115 0.01653721 0.0028825782 -0.010109034 0.01187558 0.0114821335 -0.006398535 0.006390249 -0.01797853 -0.020503717 -0.007065656 0.008529469 0.0150693 0.0013505782 -0.018781794 0.015653502 0.018172912 -0.0066685723 -0.013515367 -0.0125511475 -0.009655468 0.012844083 0.0063003567 -0.025507657 -0.0034004694 0.0063234386 -0.00013793627 -0.029318014 -0.033666443 0.0030872792 0.0005827855 0.0074792677 -0.003390653 0.023547674
verge 0.007990825 0.00071288337 0.00189188 -0.0019974231 0.0013329329 0.0042175576 0.004607941 2.8547096e-05 -0.005177701 -0.00608733 0.00046542136 -0.0019800824 0.0029243238 -0.002305579 0.00388643 -1.0478863e-05 -0.0063931867 0.0049148616 -0.0005723189 0.0066759055 0.0046567316 -0.0068957373 -0.0033427645 0.00089166476 0.0022110152 -0.0012207972 -0.0024336008 0.001180606 -0.0011070055 -0.003990879 0.005222343 0.0039002923 0.0005482354 -0.0032814106 0.0028801037 -0.0041797776 0.0025914889 0.006748006 -0.008102305 -0.0014550401 -0.005398215 -0.002055877 0.0044654426 0.0051814546 -0.0012169308 0.0038614012 -0.004709564 -0.0009997408 0.0026554517 0.0044076284 0.0032752394 0.00024955318 0.004773112 -0.0006011228 -0.0023287744 0.0009894394 -0.002117433 0.0059187976 -0.00090818 0.002465255 -0.0011138682 0.00070341426 0.0015116686 0.0037773647 0.0036800934 -0.00077702396 -0.0056907274 0.0009473819 0.00176597 -0.0012685833 0.0033051865 0.0011371118 -0.0042949463 0.002218726 -0.005956984 -0.0069346004 0.00038913646 0.0037244426 0.0037347968 0.0047727553 -0.0068357885 0.0061501926 0.0012855037 -0.0069839605 -0.001980725 0.0023503262 0.0017810934 -0.00025654712 0.001823647 -0.009882518 -0.0017906328 0.0057814084 0.004569081 -0.008081821 -0.006022855 0.005503517 0.004205703 0.0060438574 -0.0034417794 0.003639938
becoming 0.008975995 0.009469624 0.00019414665 0.005969374 -0.0050070644 -0.0036650663 0.0021766338 0.000577369 -0.00036199612 -0.0046626274 0.00039131788 0.0017982094 0.0018228452 0.0023513522 -0.0021695513 0.0006483315 -0.0066218656 -0.0013152699 0.0036447174 0.0055538025 -0.0030595814 -0.0053604743 -0.005109885 0.0022083549 -0.00021294692 -0.0027982458 0.005237059 6.500086e-05 0.009361781 0.002246391 0.0016636862 -0.00047401845 0.00047422125 -0.005736109 -0.0018148082 0.0032709336 0.004945833 0.0040741083 -0.0047482694 -0.00091811124 -0.005728178 -0.007353229 -0.0033105984 -0.004343865 0.0030938461 0.0010321123 0.0034676394 0.00066027883 -0.0035839304 -0.004768657 -0.0025216166 -0.0028885987 -0.0024594532 0.0047800485 -0.00912812 0.0047596944 -0.0041753715 0.002859992 0.006597287 0.00019525226 -0.0039042654 -0.0006509556 -0.008884885 0.0022511126 -0.00096229673 0.0019002107 -0.0049392125 0.0024181616 -0.0025010468 -0.0039910353 -4.8038622e-05 0.0012342012 -0.0011291871 0.003889191 -0.0009784815 -0.009462195 -0.0047042114 0.004300818 0.0077222628 -0.0017149281 -0.004027769 0.0058460515 0.008204246 -0.0067598037 -0.008261019 -0.0019934948 -6.5600325e-05 0.0026686573 0.005127505 -0.010844211 -0.0057308264 0.00022784622 0.0019436278 -0.008884758 -0.011779915 0.001352893 0.0030768847 0.006541144 -0.00046075904 0.0018606619
vampire 0.003596434 -0.0008195861 0.0011748421 -0.0008676918 -0.0036052393 0.0046211313 0.0056652315 0.00470162 -0.0026580296 -0.0072137835 -0.006195639 0.005113501 0.0033978613 -0.0016390891 -0.004172302 -0.00377051 0.0030654136 0.0011035673 0.0017855575 -4.6002824e-05 -0.0025924346 -0.006274693 -0.0052350913 -0.001210291 -0.00058856624 -0.0027617903 -0.0004962951 0.0014539703 0.0025483037 -0.00061138195 0.0070511904 -0.0011231691 -0.002003233 -0.00022753883 -0.0046813022 0.0027271968 0.0027462058 -0.0009823774 -0.0054765698 0.0058402447 0.0020605414 -0.0007748809 -0.0035243495 -0.0038852384 0.0035621948 -0.0007495522 0.0009708804 -0.0013185574 -0.004468168 0.0031244832 0.002967956 -0.0038974076 -0.0025880286 0.004307961 -0.006664996 0.0025475076 -0.0034627933 0.005949747 0.0056064837 0.0026559853 -0.0014195379 -0.004710395 0.0015000721 0.0008635921 -0.00013116683 -0.005157919 -0.0037601173 0.0076384055 -0.00029979297 0.00042239696 -4.3450127e-06 0.0028101795 -0.0036775668 -0.0020944942 -0.0010769886 0.0012734974 -0.005703749 -4.3211156e-05 -0.0017324865 0.0047106287 -0.007470901 0.0040548425 0.0048949397 -0.0034558983 -0.0051181167 -0.004406245 -0.0041401694 0.0033245217 0.0051192865 -0.0071089757 -0.0036710117 0.005858654 -0.002861176 -0.006343572 -0.0016938166 0.00023837673 0.002297938 0.0031751418 0.0044179554 0.0015409476
beach 0.03125146 0.034420427 0.015054754 0.010934403 -0.011144578 -0.00022915873 0.008237633 0.007569147 -0.024435695 -0.020809233 -0.026714897 0.013738184 -0.00071198645 8.8399174e-05 0.0032489789 0.014363825 -0.015284888 0.0073203333 0.018936722 0.02549187 0.0033168292 -0.023824856 -0.008118824 0.02292631 0.019716974 0.006340685 0.015481781 0.0062427637 0.026845116 -0.00907032 0.017324358 0.010871649 -0.009345961 -0.013011055 -0.012515772 -0.010491436 0.0044660396 0.023458647 -0.0352296 0.0122080725 -0.01625817 -0.016229378 0.0031549411 -0.0004778786 -0.0033662634 -0.0039486177 0.004372551 0.0031448794 0.0014653506 0.00047843388 -0.00016079248 -0.034275055 0.013926212 -0.0013470813 -0.045520592 0.007743111 0.0030332871 0.0073667117 0.019608812 0.017151192 -0.026668299 -0.0029401584 -0.02044666 0.0032164673 0.023295006 -0.006660997 -0.012157939 0.029301792 -0.0045863697 -0.019099887 0.012743623 0.00880143 -0.0039691483 -0.001238603 -0.028257815 -0.022013599 -0.008475772 0.011885249 0.02268352 -1.4873527e-05 -0.040205695 0.019808022 0.03078218 -0.020487254 -0.018343465 -0.013815435 -0.012180001 0.025047615 0.00525313 -0.035057127 -0.010723105 0.012158359 0.005920761 -0.053250995 -0.05541458 0.0105974 -0.0029460515 0.012038848 -0.004460411 0.031532176
tan 0.011957857 0.016157184 0.003028155 0.0001756609 -0.0018840359 0.00020976394 0.0060201464 -0.0016091302 -0.0069132983 -0.010859924 -0.0134075675 0.0039497665 0.005223277 -0.00480055 0.0031518606 0.0025309883 -0.008699568 0.0032925769 0.009489272 0.012779178 0.005390139 -0.013255644 -0.004517378 0.007999455 0.0055383947 -0.0010722808 0.009842399 -0.0033404361 0.0074440674 0.0012058979 0.010509462 0.0006186393 -0.0004981214 -0.0021039087 -0.0045200363 -0.0038721135 -0.00059460645 0.012967005 -0.016174294 0.0040751444 -0.010904202 -0.0021415702 0.0026365216 0.00055765454 -0.0017850556 0.004343628 0.0033169833 0.0038083065 0.0019230037 -0.0035561793 -0.0012218718 -0.013626694 0.00564114 -4.1337567e-05 -0.017245151 0.004115498 0.0013452546 0.009469791 0.010543262 0.0057981582 -0.007721852 -0.0001983729 -0.00982727 0.0036927026 0.0047423756 -0.0008384963 -0.002329046 0.010907154 0.0038409338 -0.008085483 0.008899174 0.0036467814 -0.0054758023 -0.0028730268 -0.006996453 -0.00962301 -0.004658079 0.0034872857 0.007953072 -0.0021934735 -0.011977399 0.009031589 0.010880334 -0.0070497594 -0.0050802515 -0.0034723426 -0.0018099266 0.006251631 0.0050203507 -0.01871505 -0.0036424794 0.0054167043 9.966619e-05 -0.015524406 -0.018674416 0.00020949211 0.0017536368 0.0031314413 -0.0013064968 0.010992984
photos 0.027919298 0.03153008 0.013977938 0.013077457 -0.011671323 0.00056362106 0.013728693 0.009783245 -0.02500313 -0.022000542 -0.023389628 0.011755843 0.0072487392 -0.004332425 0.0030620145 0.014593319 -0.02161754 0.013505135 0.020909896 0.030751217 0.012555051 -0.023847817 -0.0035345522 0.024351483 0.022225775 0.011911169 0.013563819 0.0016066374 0.031779535 -0.010749381 0.02464608 0.011822464 -0.010992397 -0.00715839 -0.006718787 -0.010734207 0.002469384 0.02589453 -0.03164056 0.019397775 -0.021210868 -0.020238625 0.0014993395 0.0022153659 -0.003807874 -0.0023924648 -0.004500093 -0.006142753 0.0015080433 0.0051870276 -0.0027366797 -0.04238976 0.009631651 0.0025569089 -0.047742948 0.008238485 -0.0053577772 0.01616525 0.024676489 0.014497898 -0.030168952 -0.0014781937 -0.028344758 -0.0014647117 0.026458452 -0.006719684 -0.010999962 0.03673182 -0.0023539232 -0.017156346 0.018292706 0.01154947 -0.0015511651 0.004300827 -0.030227415 -0.024965474 -0.011616427 0.008903398 0.029130882 0.0056732344 -0.038614452 0.024222998 0.03510579 -0.02446873 -0.0267724 -0.019203104 -0.013483453 0.021340273 0.005966523 -0.044719696 -0.015605141 0.016605213 0.0062986575 -0.054136183 -0.051582865 0.010089658 -0.0011877972 0.011242338 -0.007989695 0.034682103
